Word    :   Frequency
ਤੁਠੜਾ : 2
ਤੁਮਾ : 2
ਤੁਮਾਰੋ : 2
ਤੁਰਸੀ : 2
ਤੁਰੀਆਵਸਥਾ : 2
ਤੁਲਾਏ : 2
ਤੁਲਿਓ : 2
ਤੁਲੁ : 2
ਤੁਹਂ​‍ੀ : 2
ਤੂਟਤ : 2
ਤੂਠੈ : 2
ਤੂਰੁ : 2
ਤੇਗ : 2
ਤੇਗਬੰਦ : 2
ਤੇਜਣਿ : 2
ਤੇਜੋ : 2
ਤੇਤ : 2
ਤੇਨ : 2
ਤੇਰਸਿ : 2
ਤੇਰੀਐ : 2
ਤੇਹੇ : 2
ਤੈਡਾ : 2
ਤੈਡੇ : 2
ਤੈਡੈ : 2
ਤੋਇ : 2
ਤੋਇਅਹੁ : 2
ਤੋਯੰ : 2
ਤੋਰਉ : 2
ਤੋਰਹਿ : 2
ਤੋਲਸੀ : 2
ਤੋਲਹਿ : 2
ਤੋਲਾ : 2
ਤੋਲਾਇਆ : 2
ਤੋਲਾਏ : 2
ਤੋਲਿਆ : 2
ਤੋੜਿਆ : 2
ਤੋੜੀਐ : 2
ਤ੍ਰਿਤੀਏ : 2
ਤ੍ਰਿਪਤਾਇਆ : 2
ਤ੍ਰਿਪਤਾਈ : 2
ਤ੍ਰਿਪਤਾਨਾ : 2
ਤ੍ਰਿਪਤਾਨੋ : 2
ਤ੍ਰਿਪਤਾਸਹਿ : 2
ਤ੍ਰਿਪਤੀ : 2
ਤ੍ਰੈਪਾਲ : 2
ਤੜ : 2
ਤੰਨਿ : 2
ਤੰਬੋਲੀ : 2
ਥਕਾਂ : 2
ਥਟੀਐ : 2
ਥਟੂਆ : 2
ਥਥਾ : 2
ਥਥੈ : 2
ਥਨਿ : 2
ਥਪ੍ਯ੍ਯਉ : 2
ਥਰ : 2
ਥਾਂਈ : 2
ਥਾਏ : 2
ਥਾਨੰ : 2
ਥਾਨੰਤਰਿ : 2
ਥਾਪਹੁ : 2
ਥਾਰੀ : 2
ਥਾਲੁ : 2
ਥਾਲੈ : 2
ਥਾਵਾ : 2
ਥੀਆਊ : 2
ਥੀਤਿ : 2
ਥੀਵਈ : 2
ਥੀਵਨਿ : 2
ਥੀਵਾ : 2
ਥੂਕ : 2
ਥੋਥਰ : 2
ਥੋਥਾ : 2
ਥੋਰੈ : 2
ਥੋੜੀ : 2
ਥੋੜੈ : 2
ਥੋੜੜਿਆ : 2
ਥੰਮ੍ਹ੍ਹ : 2
ਥੰਮ੍ਹ੍ਹਿ : 2
ਥੰਮ੍ਹ੍ਹੁ : 2
ਦਇਅਲੀਆ : 2
ਦਉਰਿਓ : 2
ਦਝਿ : 2
ਦਝੈ : 2
ਦਦਾ : 2
ਦਦੈ : 2
ਦਫਤਰੁ : 2
ਦਮਾਮਾ : 2
ਦਮਿ : 2
ਦਮੋਦਰੁ : 2
ਦਯਾਲਹ : 2
ਦਰਖਤ : 2
ਦਰਬਾ : 2
ਦਰਬਾਰੀ : 2
ਦਰਬਿ : 2
ਦਰਵਾਜ : 2
ਦਰਵਾਨੀ : 2
ਦਰਵਾਰ : 2
ਦਰਵਾਰਾ : 2
ਦਰਵਾਰੁ : 2
ਦਰਸਨਾ : 2
ਦਰਸਨੰ : 2
ਦਰਸਾਇਆ : 2
ਦਰਸਾਰੁ : 2
ਦਰਿਦ੍ਰ : 2
ਦਰੀਆ : 2
ਦਰੀਆਵੈ : 2
ਦਰੂਦ : 2
ਦਰੋਗੁ : 2
ਦਲਾਲੀ : 2
ਦਸਨ : 2
ਦਸਨਾ : 2
ਦਸਮ : 2
ਦਸਹੁ : 2
ਦਸਾਇ : 2
ਦਸਾਇਣੁ : 2
ਦਸਾਏ : 2
ਦਸਾਨੀ : 2
ਦਸਾਹਰਾ : 2
ਦਸਿਹੁ : 2
ਦਸੂਣੀ : 2
ਦਾਉ : 2
ਦਾਗਾ : 2
ਦਾਗੇ : 2
ਦਾਜੋ : 2
ਦਾਤਉ : 2
ਦਾਦਰ : 2
ਦਾਦਿ : 2
ਦਾਧੇ : 2
ਦਾਨੇ : 2
ਦਾਮੋਦਰੁ : 2
ਦਾਰਿਦ : 2
ਦਾਰਿਦ੍ਰ : 2
ਦਾਲਿ : 2
ਦਾਲਿਦ : 2
ਦਾਸਤ : 2
ਦਾਸਰਾ : 2
ਦਾਸਰੀ : 2
ਦਾਸੋ : 2
ਦਿਖਲਾਈ : 2
ਦਿਖਲਾਵਹਿ : 2
ਦਿਖਾਵਏ : 2
ਦਿਖਾਵਹਿ : 2
ਦਿਗਰ : 2
ਦਿਗਰਿ : 2
ਦਿਤੋਨੁ : 2
ਦਿਤੜਾ : 2
ਦਿਨਾ : 2
ਦਿਨੋ : 2
ਦਿਲਾ : 2
ਦਿਲੈ : 2
ਦਿਵਾਜੇ : 2
ਦਿਵਾਨੀ : 2
ਦਿਵਾਲ : 2
ਦਿਵਾਵੈਗੋ : 2
ਦਿਸਈ : 2
ਦਿਸਹ : 2
ਦਿਸੇ : 2
ਦਿਸੰਨ੍ਹ੍ਹਿ : 2
ਦਿੜਾਏ : 2
ਦੀਅਨੁ : 2
ਦੀਉ : 2
ਦੀਐ : 2
ਦੀਜੀਐ : 2
ਦੀਨ੍ਹ੍ਹੀ : 2
ਦੀਨ੍ਹ੍ਹੇ : 2
ਦੀਪਕਿ : 2
ਦੀਪਕੀ : 2
ਦੀਬਾਣਹੁ : 2
ਦੀਰਘੁ : 2
ਦੀਵਾਨ : 2
ਦੀਵਾਨਿ : 2
ਦੀਵੀ : 2
ਦੀਵੜੇ : 2
ਦੀਸਈ : 2
ਦੁਆਉ : 2
ਦੁਆਪੁਰੁ : 2
ਦੁਖਾਏ : 2
ਦੁਖਾਲਾ : 2
ਦੁਤਰਹ : 2
ਦੁਤੀਅ : 2
ਦੁਤੁਕੀ : 2
ਦੁਤੁਕੀਆ : 2
ਦੁਧਾ : 2
ਦੁਪਦਾ : 2
ਦੁਯਾ : 2
ਦੁਯੀ : 2
ਦੁਰਜੋਧਨ : 2
ਦੁਰਮਤੀ : 2
ਦੁਰਾਉ : 2
ਦੁਰੰਤ : 2
ਦੁਲਭੁ : 2
ਦੁਲੀਚੈ : 2
ਦੁਸਟਾਰੀ : 2
ਦੁਹਚਾਰਣਿ : 2
ਦੁਹਹੂੰ : 2
ਦੁਹਾਗਣਿ : 2
ਦੂਐ : 2
ਦੂਖਨ : 2
ਦੂਖਹ : 2
ਦੂਖੇ : 2
ਦੂਣਾ : 2
ਦੂਧੈ : 2
ਦੂਰ : 2
ਦੂਰਾਈ : 2
ਦੂਰਾਰੀ : 2
ਦੂਰੰਤਰਿ : 2
ਦੂਸਰੁ : 2
ਦੇਖਣਹਾਰੁ : 2
ਦੇਖਣੁ : 2
ਦੇਖਦਾ : 2
ਦੇਖਦਿਆ : 2
ਦੇਖਦੇ : 2
ਦੇਖਨਿ : 2
ਦੇਖਾਇ : 2
ਦੇਖਾਲੇ : 2
ਦੇਖੈਗਾ : 2
ਦੇਣਿ : 2
ਦੇਤਾ : 2
ਦੇਤੋ : 2
ਦੇਨਹਾਰ : 2
ਦੇਨੁ : 2
ਦੇਨ੍ਹ੍ਹਿ : 2
ਦੇਵਣਹਾਰਿ : 2
ਦੇਵਣਹਾਰੋ : 2
ਦੇਵਤ : 2
ਦੇਵਦਾ : 2
ਦੇਵਨਹਾਰਾ : 2
ਦੇਵਹੀ : 2
ਦੇਵਾਂ : 2
ਦੇਵਾਇਆ : 2
ਦੇਵਾਏ : 2
ਦੇਵਾਧਿ : 2
ਦੇਵਾਨੀ : 2
ਦੇਸਹਿ : 2
ਦੇਹੁਰੀਆ : 2
ਦੈਹਉ : 2
ਦੋ : 2
ਦੋਖੀਆ : 2
ਦੋਨੋ : 2
ਦ੍ਰਬੁ : 2
ਦ੍ਰਵੈ : 2
ਦ੍ਰਿਸਟਾਏ : 2
ਦ੍ਰਿਸਟੋ : 2
ਦ੍ਰਿੜ : 2
ਦ੍ਰਿੜਹੁ : 2
ਦ੍ਰਿੜਾਮੰ : 2
ਦ੍ਰਿੜਾਵਹਿ : 2
ਦ੍ਰਿੜਾਵਹੁ : 2
ਦ੍ਰਿੜੀ : 2
ਦ੍ਰਿੜੀਐ : 2
ਦ੍ਰਿੜ੍ਹ੍ਹਾਯਾ : 2
ਦ੍ਰਿੜ੍ਹ੍ਹੁ : 2
ਦ੍ਰਿੜੰਤ : 2
ਦ੍ਵਾਰਿ : 2
ਦ੍ਵਾਰਿਕਾ : 2
ਦੰਮੁ : 2
ਧਉਲੀ : 2
ਧਉਲੁ : 2
ਧਕਾ : 2
ਧਜਾ : 2
ਧਨਵੰਤੁ : 2
ਧਨਾਢਿ : 2
ਧਨੋ : 2
ਧਨ : 2
ਧਰਣੀਧਰਾ : 2
ਧਰਣੇ : 2
ਧਰਨੀਧਰ : 2
ਧਰਮੀ : 2
ਧਰਮੰ : 2
ਧਰਾਇਆ : 2
ਧਰਾਈ : 2
ਧਰਾਏ : 2
ਧਰਿਓਨੁ : 2
ਧਰੀਐ : 2
ਧਰੇਹੁ : 2
ਧਰ੍ਯ੍ਯਉ : 2
ਧਰੰ : 2
ਧਾਉ : 2
ਧਾਕੁ : 2
ਧਾਗੇ : 2
ਧਾਯਉ : 2
ਧਾਰੀਕ : 2
ਧਾਰੋ : 2
ਧਾਰੰ : 2
ਧਾਵਣੀ : 2
ਧਾਹ : 2
ਧਿਆਇਦਿਆ : 2
ਧਿਆਇਦੀ : 2
ਧਿਆਇਲੇ : 2
ਧਿਆਨਾਂ : 2
ਧਿਆਨੇ : 2
ਧਿਆਨੋ : 2
ਧਿਆਯਉ : 2
ਧਿਆਹਾ : 2
ਧਿਙਾਣਾ : 2
ਧੀਜੈ : 2
ਧੀਠਾ : 2
ਧੀਰੀਐ : 2
ਧੁਖਿ : 2
ਧੁਨੀਐ : 2
ਧੁਨੇ : 2
ਧੁੰਧੂਕਾਰਾ : 2
ਧੂ : 2
ਧੂਏ : 2
ਧੂਰ : 2
ਧੂਰਤੁ : 2
ਧੇਨੁ : 2
ਧੋਇਆ : 2
ਧੋਤੈ : 2
ਧੋਰਾ : 2
ਧੋਵਣ : 2
ਧ੍ਯ੍ਯਾਇਯਉ : 2
ਧ੍ਯ੍ਯਾਈਐ : 2
ਧ੍ਰਾਪਿਆ : 2
ਧ੍ਰਾਪੀਐ : 2
ਧ੍ਰਿਗੰਤ : 2
ਧੜੀ : 2
ਧੰਧਿ : 2
ਧੰਧੜਾ : 2
ਧੰਨੈ : 2
ਨਉਤਨ : 2
ਨਕਂ​‍ੀ : 2
ਨਖਹਿ : 2
ਨਖਿਅਤ੍ਰ : 2
ਨਖੀ : 2
ਨਚਨਿ : 2
ਨਚਹਿ : 2
ਨਚਾ : 2
ਨਚਾਈਐ : 2
ਨਚਾਵੈ : 2
ਨਚੈ : 2
ਨਜਰਿ : 2
ਨਠੇ : 2
ਨਤਰ : 2
ਨਥ : 2
ਨਥਿ : 2
ਨਨਾ : 2
ਨਫਰੈ : 2
ਨਮਸਕਰਾ : 2
ਨਮਸਕਾਰਉ : 2
ਨਮਸਕਾਰੋ : 2
ਨਰਕਾ : 2
ਨਰਵਿਰਤਿ : 2
ਨਰਹਰਾ : 2
ਨਰਹਰੀਐ : 2
ਨਰਹੁ : 2
ਨਰਾਇਣੋ : 2
ਨਰਿ : 2
ਨਰਿੰਦ : 2
ਨਲਨੀ : 2
ਨਲਿਨੀ : 2
ਨਲ੍ਯ੍ਯ : 2
ਨਵਤਨੋ : 2
ਨਵਲ : 2
ਨਵੇਲਾ : 2
ਨਵੰ : 2
ਨਾਂਉ : 2
ਨਾਂਗਾ : 2
ਨਾਂਗੋ : 2
ਨਾਇਕਾ : 2
ਨਾਇਕਿ : 2
ਨਾਇਕੋ : 2
ਨਾਕੁ : 2
ਨਾਗ : 2
ਨਾਗੀ : 2
ਨਾਚਨੋ : 2
ਨਾਚੰਤੀ : 2
ਨਾਜੁ : 2
ਨਾਤੀ : 2
ਨਾਥਹ : 2
ਨਾਥਾ : 2
ਨਾਦਿ : 2
ਨਾਦੈ : 2
ਨਾਪਾਕੁ : 2
ਨਾਪੈ : 2
ਨਾਮਹ : 2
ਨਾਰਦਾਦਿ : 2
ਨਾਰਦੀ : 2
ਨਾਰਾਇਣੋ : 2
ਨਾਵਨਿ : 2
ਨਾਵਾਏ : 2
ਨਿਆਏ : 2
ਨਿਆਰੋ : 2
ਨਿਕ : 2
ਨਿਕਟ : 2
ਨਿਕਸਿ : 2
ਨਿਕਸੁ : 2
ਨਿਕਾਣੇ : 2
ਨਿਕਾਲਿਅਨੁ : 2
ਨਿਖੁਟੇ : 2
ਨਿਖੰਜਨੁ : 2
ਨਿਗੁਰਾ : 2
ਨਿਗੁਰਿਆ : 2
ਨਿਗ੍ਰਹ : 2
ਨਿਗ੍ਰਹੁ : 2
ਨਿਝਰੁ : 2
ਨਿਡਰਿਆ : 2
ਨਿਡਰੁ : 2
ਨਿਬੇੜੇ : 2
ਨਿਬੜਿਆ : 2
ਨਿਭਰਾਂਤਿ : 2
ਨਿਭਰਾਤੀ : 2
ਨਿਮਖਫਾ : 2
ਨਿਮਾਨਾ : 2
ਨਿਮਾਨੋ : 2
ਨਿਰਖਉ : 2
ਨਿਰਖਿ : 2
ਨਿਰਗੁਣੀ : 2
ਨਿਰਗੁਨੀਆਰ : 2
ਨਿਰਤੇ : 2
ਨਿਰਦਾਵੈ : 2
ਨਿਰਦੋਖ : 2
ਨਿਰਨਉ : 2
ਨਿਰਬਾਣੇ : 2
ਨਿਰਬਿਘਨ : 2
ਨਿਰਭਇਆ : 2
ਨਿਰਮਲੀਆ : 2
ਨਿਰਮਲੰ : 2
ਨਿਰਮੋਲਕ : 2
ਨਿਰਲੇਪਾ : 2
ਨਿਰਸ : 2
ਨਿਰਾਫਲ : 2
ਨਿਰਾਹਾਰ : 2
ਨਿਰੋਧਰ : 2
ਨਿਰੋਧਰਾ : 2
ਨਿਲਜ : 2
ਨਿਵਰੇ : 2
ਨਿਵਾਜੁ : 2
ਨਿਵਾਰਨੁ : 2
ਨਿਵਾਰਹਿ : 2
ਨਿਵਾਰਾ : 2
ਨਿਵਾਰਿਓ : 2
ਨਿਵਾਸੇ : 2
ਨਿਵਾਸੈ : 2
ਨਿਵਾਹੂ : 2
ਨਿਸਤਾਰਿਓ : 2
ਨਿਸੰਕ : 2
ਨਿਸੰਗਾ : 2
ਨਿਸੰਗੇ : 2
ਨਿਹਕਪਟ : 2
ਨਿਹਕਰਮੀ : 2
ਨਿਹਕਾਮਾ : 2
ਨਿਹਚਲੋ : 2
ਨਿਹਫਲੰ : 2
ਨਿਹਾਰਹਿ : 2
ਨਿਹਾਰੀ : 2
ਨਿਹੋਰ : 2
ਨਿੰਦੀਐ : 2
ਨਿੰਦੁ : 2
ਨਿੰਮਲੁ : 2
ਨਿੰਮਾਣਿਆ : 2
ਨਿੰਮੇ : 2
ਨੀਚਹ : 2
ਨੀਚਹੁ : 2
ਨੀਠਿ : 2
ਨੀਦੜੀਏ : 2
ਨੀਰਉ : 2
ਨੀਰੇ : 2
ਨੀਰੈ : 2
ਨੀਸਾਣਿ : 2
ਨੀਸਾਣੇ : 2
ਨੀਸਾਨੈ : 2
ਨੀਹਿ : 2
ਨੇਕੀ : 2
ਨੇਕੀਆ : 2
ਨੇਰੋ : 2
ਨੇਹੀ : 2
ਨੈਣਾ : 2
ਨੈਨਹ : 2
ਨੈਨਾ : 2
ਨੈਨੂ : 2
ਨ੍ਰਿਪ : 2
ਨ੍ਹ੍ਹਾਈਐ : 2
ਨ੍ਹ੍ਹਾਏ : 2
ਨ੍ਹ੍ਹਾਵੈ : 2
ਨੰਦ : 2
ਨੰਦਨੁ : 2
ਨੰਨਾ : 2
ਨੰਨਾਕਾਰੁ : 2
ਨੰਨੈ : 2
ਪਇ : 2
ਪਇਆਲੀ : 2
ਪਈਆਸਿ : 2
ਪਈਐ : 2
ਪਈਓ : 2
ਪਉਤ : 2
ਪਉਦੇ : 2
ਪਉੜ੍ਹ੍ਹੇ : 2
ਪਕਰਸਿ : 2
ਪਕੜੀਐ : 2
ਪਕੜੇ : 2
ਪਖ : 2
ਪਖਾਰੈ : 2
ਪਖਾਲੀ : 2
ਪਖਾਲੀਅਹਿ : 2
ਪਖਾਲੇ : 2
ਪਖਾਲੈ : 2
ਪਖਾਵਜ : 2
ਪਖਾਵਜੁ : 2
ਪਗੀ : 2
ਪਗੇ : 2
ਪਚਾਈ : 2
ਪਚਾਏ : 2
ਪਚਾਸ : 2
ਪਚਾਸਾ : 2
ਪਚਾਹਿ : 2
ਪਚੀਐ : 2
ਪਚੰਦੇ : 2
ਪਚੰਨਿ : 2
ਪਛਮ : 2
ਪਛਾਣਏ : 2
ਪਛਾਣਸੀ : 2
ਪਛਾਨ : 2
ਪਛਾਨੇ : 2
ਪਛਾੜਿ : 2
ਪਛਾੜਿਅਨੁ : 2
ਪਛੁਤਾਪੈ : 2
ਪਛੁਤਾਵਣਾ : 2
ਪਛੁਤਾਵਹਿਗਾ : 2
ਪਛੁਤਾਵਹੇ : 2
ਪਛੁਤਾਹੀ : 2
ਪਛੋਤਾਇ : 2
ਪਛੋਤਾਇਦਾ : 2
ਪਛੋਤਾਉ : 2
ਪਛੋੜੈ : 2
ਪਜੂਤਾ : 2
ਪਟਣੁ : 2
ਪਟਲੁ : 2
ਪਠਾਇਓ : 2
ਪਤਰਿ : 2
ਪਤਾਲਾ : 2
ਪਤਾਲੁ : 2
ਪਤਿਵੰਤ : 2
ਪਤੀਆਇਆ : 2
ਪਤੀਆਏ : 2
ਪਤੀਆਵੈ : 2
ਪਤੀਣੈ : 2
ਪਤ੍ਰੀ : 2
ਪਦਮਨਿ : 2
ਪਨਿਹਾਰਿ : 2
ਪਨਿਹਾਰੇ : 2
ਪਪਾ : 2
ਪਪੈ : 2
ਪਬਣਿ : 2
ਪਰਈਆ : 2
ਪਰਉਪਕਾਰੇ : 2
ਪਰਕਾਰੇ : 2
ਪਰਖ : 2
ਪਰਖਣਹਾਰਾ : 2
ਪਰਖਣਹਾਰੁ : 2
ਪਰਖੀਐ : 2
ਪਰਗਟਾ : 2
ਪਰਗਟਿਆ : 2
ਪਰਗਟੀਆਏ : 2
ਪਰਗਾਸਿਓ : 2
ਪਰਗਾਸੋ : 2
ਪਰਜਾਰੈ : 2
ਪਰਜਾਲਿ : 2
ਪਰਜਾਲੇ : 2
ਪਰਣਾ : 2
ਪਰਣੈ : 2
ਪਰਤਾਪਦਾ : 2
ਪਰਤਾਪਿ : 2
ਪਰਤੇ : 2
ਪਰਥਾਈ : 2
ਪਰਧਾਨਿ : 2
ਪਰਨ : 2
ਪਰਫੁਲੈ : 2
ਪਰਬਤਿ : 2
ਪਰਬੋਧਹੁ : 2
ਪਰਭਾਤੀ : 2
ਪਰਮਾਨੰਦੇ : 2
ਪਰਮਿਤ੍ਰੀ : 2
ਪਰਮੇਸਰਾ : 2
ਪਰਮੇਸੁਰਾ : 2
ਪਰਵਦਗਾਰੁ : 2
ਪਰਵਾਣ : 2
ਪਰਵਾਰਿ : 2
ਪਰਵਾਰਿਆ : 2
ਪਰਵਾਰੀ : 2
ਪਰਵਾਰੇ : 2
ਪਰਵਿਰਤੀ : 2
ਪਰਸਉ : 2
ਪਰਸਣਿ : 2
ਪਰਸਾਦ : 2
ਪਰਸਾਦੁ : 2
ਪਰਸਿਅਉ : 2
ਪਰਸਿਆ : 2
ਪਰਸੂਤਿ : 2
ਪਰਹਰੀਐ : 2
ਪਰਹਾਰੀ : 2
ਪਰਾਇ : 2
ਪਰਾਇਐ : 2
ਪਰਾਇਣਿ : 2
ਪਰਾਏ : 2
ਪਰਾਣੀਆ : 2
ਪਰਾਤਿ : 2
ਪਰਾਧੀ : 2
ਪਰਾਨਿ : 2
ਪਰਾਵੈ : 2
ਪਰਾਹੀ : 2
ਪਰੀਖ : 2
ਪਰੀਖਿਆ : 2
ਪਰੀਤੀ : 2
ਪਰੇਤਹੁ : 2
ਪਰੇਤੁ : 2
ਪਰੋਏ : 2
ਪਰੋਵਹਿ : 2
ਪਰੋਵੈ : 2
ਪਰੰਪਰੁ : 2
ਪਲਕਾ : 2
ਪਲਚਾਈ : 2
ਪਲਟਿਆ : 2
ਪਲਟੀਐ : 2
ਪਲਤ : 2
ਪਲਾ : 2
ਪਲੀਤਾ : 2
ਪਲੇ : 2
ਪਲੇਟਿਆ : 2
ਪਲੋ : 2
ਪਲ੍ਹ੍ਹਰਿ : 2
ਪਲੰਘ : 2
ਪਵਈਆ : 2
ਪਵਣਾ : 2
ਪਵਨਪਤਿ : 2
ਪਵਾਈ : 2
ਪਵਾਨ : 2
ਪਵੀਛੇ : 2
ਪਵੀਤ : 2
ਪਸਰਿ : 2
ਪਸਰੇ : 2
ਪਸੇ : 2
ਪਸੰਦੋ : 2
ਪਹਰਾ : 2
ਪਹਾਰ : 2
ਪਹਾਰਾ : 2
ਪਹਿਰਉ : 2
ਪਹਿਰਣੁ : 2
ਪਹਿਰਤ : 2
ਪਹਿਰਾਵਉ : 2
ਪਹਿਲੋ : 2
ਪਹੁ : 2
ਪਹੂਚਿਓ : 2
ਪਾਂਇ : 2
ਪਾਂਹਿ : 2
ਪਾਇਅਨੁ : 2
ਪਾਇਤਾ : 2
ਪਾਇਨ੍ਹ੍ਹੀ : 2
ਪਾਕਸਾਲ : 2
ਪਾਖ : 2
ਪਾਖਰੇ : 2
ਪਾਖਾ : 2
ਪਾਗਾ : 2
ਪਾਗਿਓ : 2
ਪਾਗੈ : 2
ਪਾਚਨੁ : 2
ਪਾਜ : 2
ਪਾਜਿਆ : 2
ਪਾਟਨ : 2
ਪਾਟੈ : 2
ਪਾਠਿ : 2
ਪਾਣੁ : 2
ਪਾਤਿਸਾਹਿ : 2
ਪਾਧਰ : 2
ਪਾਨਾ : 2
ਪਾਨਿ : 2
ਪਾਪਿਸਟ : 2
ਪਾਰਖੀਆ : 2
ਪਾਰਗਿਰਾਮੀ : 2
ਪਾਰਣਾ : 2
ਪਾਰਾਵਰਿਆ : 2
ਪਾਰੈ : 2
ਪਾਰੰਗਤਿ : 2
ਪਾਲਤੀ : 2
ਪਾਲਦਾ : 2
ਪਾਲਹਿ : 2
ਪਾਲੀਐ : 2
ਪਾਵਣੇ : 2
ਪਾਵਨੋ : 2
ਪਾਵਹ : 2
ਪਾਵੈਗਾ : 2
ਪਾਸਾਰ : 2
ਪਾਸਾਰੇ : 2
ਪਾਹਨੁ : 2
ਪਾਹਾਰਾ : 2
ਪਾਹਾਰੈ : 2
ਪਾਹੁਚਾ : 2
ਪਾਹੁਨੜੇ : 2
ਪਾਹੂ : 2
ਪਿਆਸਿ : 2
ਪਿਆਸੋ : 2
ਪਿਉ : 2
ਪਿਖਾ : 2
ਪਿਚੁ : 2
ਪਿਛਾ : 2
ਪਿਛਾਹਾ : 2
ਪਿਟਨਿ : 2
ਪਿਟੇ : 2
ਪਿਠਿ : 2
ਪਿਤਰਾ : 2
ਪਿਯੂ : 2
ਪਿਰਥਮੀ : 2
ਪਿਰਾਣਿ : 2
ਪਿੰਡੀ : 2
ਪਿੰਧੀ : 2
ਪੀਅਹਿ : 2
ਪੀਆਇ : 2
ਪੀਆਈ : 2
ਪੀਆਈਐ : 2
ਪੀਊ : 2
ਪੀਜਈ : 2
ਪੀਠਾ : 2
ਪੀਠਿ : 2
ਪੀਤੰਬਰ : 2
ਪੀਪਾ : 2
ਪੀਰਿ : 2
ਪੀਵਣਹਾਰੁ : 2
ਪੀਵਣਾ : 2
ਪੀਵਨ : 2
ਪੀਸਣ : 2
ਪੀਸਣੁ : 2
ਪੀਸਤ : 2
ਪੀੜਾ : 2
ਪੁਛਈ : 2
ਪੁਛੀ : 2
ਪੁਛੀਆ : 2
ਪੁਜਈ : 2
ਪੁਜਨਿ : 2
ਪੁਜਾਇ : 2
ਪੁਤਰਾ : 2
ਪੁਨਹਚਰਨਾ : 2
ਪੁਬ : 2
ਪੁਬਿ : 2
ਪੁਰਖਪਤਿ : 2
ਪੁਰਖਾਂ : 2
ਪੁਰਖੋਤਮ : 2
ਪੁਰਜਾ : 2
ਪੁਰਬੀ : 2
ਪੁਰਸ : 2
ਪੁੜ : 2
ਪੁੜੁ : 2
ਪੁੰਜ : 2
ਪੁੰਡਰ : 2
ਪੁੰਨਿਆ : 2
ਪੂਕਾਰੇ : 2
ਪੂਛਤ : 2
ਪੂਛਿਆ : 2
ਪੂਛੀਐ : 2
ਪੂਜਦੇ : 2
ਪੂਜਨ : 2
ਪੂਜਾਚਾਰ : 2
ਪੂਜੇਹਾ : 2
ਪੂਤਿ : 2
ਪੂਰਉ : 2
ਪੂਰਣਹਾਰੁ : 2
ਪੂਰਨੰ : 2
ਪੂਰਬੀ : 2
ਪੇਉ : 2
ਪੇਖਨੁ : 2
ਪੇਖਹੁ : 2
ਪੇਡਿ : 2
ਪੇਰੁ : 2
ਪੇਲ : 2
ਪੇਲਿ : 2
ਪੇੜੈ : 2
ਪੈਕਾਬਰ : 2
ਪੈਡੈ : 2
ਪੈਤੀਸ : 2
ਪੈਦਾਇਸਿ : 2
ਪੈਨਾਈਅਹਿ : 2
ਪੈਨੈ : 2
ਪੈਨ੍ਹ੍ਹਣਾ : 2
ਪੈਨ੍ਹ੍ਹੈ : 2
ਪੈਨੰਦਿਆ : 2
ਪੈਸਿ : 2
ਪੋਖਰਿ : 2
ਪੋਖੈ : 2
ਪੋਚਾਰਿ : 2
ਪੋਤੀ : 2
ਪੋਤੁ : 2
ਪੋਹੇ : 2
ਪ੍ਰਕਾਰਾ : 2
ਪ੍ਰਕਾਰੰ : 2
ਪ੍ਰਗਟਈ : 2
ਪ੍ਰਗਟਾਵੈ : 2
ਪ੍ਰਗਾਸਿ : 2
ਪ੍ਰਗਾਸਿਓ : 2
ਪ੍ਰਗਾਸੀਆ : 2
ਪ੍ਰਤਖਿ : 2
ਪ੍ਰਤਿਪਾਰਿਆ : 2
ਪ੍ਰਤਿਪਾਲਣ : 2
ਪ੍ਰਤਿਪਾਲਿਆ : 2
ਪ੍ਰਤਿਹਾਰ : 2
ਪ੍ਰਭੋ : 2
ਪ੍ਰਮਾਣਿ : 2
ਪ੍ਰਵਿਰਤਿ : 2
ਪ੍ਰਵੇਸ : 2
ਪ੍ਰਵੇਸੰ : 2
ਪ੍ਰਸੰਨ : 2
ਪ੍ਰਹਿਲਾਦਿ : 2
ਪ੍ਰਾਨਪਤੀ : 2
ਪ੍ਰਾਨਪਤੇ : 2
ਪ੍ਰਾਨੀਅਹੁ : 2
ਪ੍ਰਾਨੰ : 2
ਪ੍ਰਿਅੰ : 2
ਪ੍ਰੀਤਮੈ : 2
ਪ੍ਰੇਤੁ : 2
ਪੜਣ : 2
ਪੜਤ : 2
ਪੜਨ : 2
ਪੜਨਿ : 2
ਪੜਾ : 2
ਪੜਾਇ : 2
ਪੜਾਵਤ : 2
ਪੜਿਐ : 2
ਪੜੀਆਹ : 2
ਪੜ੍ਹਤ : 2
ਪੜ੍ਹਹਿ : 2
ਪੜ੍ਹ੍ਹਿਆ : 2
ਪੰਕਜੁ : 2
ਪੰਚਨ : 2
ਪੰਚਾਇਣੁ : 2
ਪੰਜ : 2
ਪੰਜਵੈ : 2
ਪੰਡਿਤਾ : 2
ਪੰਦਿ : 2
ਪੰਦ੍ਰਹ : 2
ਪੰਧ : 2
ਫਉਜ : 2
ਫਕਰੁ : 2
ਫਕੀਰੈ : 2
ਫਨ : 2
ਫਫਾ : 2
ਫਰੀਦੈ : 2
ਫਲਗੁਣਿ : 2
ਫਲਹਿ : 2
ਫਲੰਤ : 2
ਫਹੀ : 2
ਫਾਂਕਿਓ : 2
ਫਾਕਿਓ : 2
